Name,Slot,Damage,Armor,Spirit,Stamina,Worth,Desc
Renegade Boots,feet,0,0,0,0,0,Nothing
Savage Trodders,feet,0,0,0,0,0,Nothing
Sentrys Slippers,feet,0,0,0,0,0,Nothing
Silvered Bronze Boots,feet,0,0,0,0,0,Nothing
Slayers Slippers,feet,0,0,0,0,0,Nothing
Soldiers Boots,feet,0,0,0,0,0,Nothing
Sparkleshell Sabatons,feet,0,0,0,0,0,Nothing
Spiked Chain Slippers,feet,0,0,0,0,0,Nothing
Steadfast Stompers,feet,0,0,0,0,0,Nothing
Thick Scale Sabatons,feet,0,0,0,0,0,Nothing
Tough Scorpid Boots,feet,0,0,0,0,0,Nothing
Triumphant Sabatons,feet,0,0,0,0,0,Nothing
Trouncing Boots,feet,0,0,0,0,0,Nothing
Tunnelers Boots,feet,0,0,0,0,0,Nothing
War Paint Anklewraps,feet,0,0,0,0,0,Nothing
Warmongers Greaves,feet,0,0,0,0,0,Nothing
Warstrike Sabatons,feet,0,0,0,0,0,Nothing
Wicked Chain Boots,feet,0,0,0,0,0,Nothing
Augmented Chain Boots,feet,0,0,0,0,0,Nothing
Battle Chain Boots,feet,0,0,0,0,0,Nothing
Bloody Chain Boots,feet,0,0,0,0,0,Nothing
Brigandine Boots,feet,0,0,0,0,0,Nothing
Cadet Boots,feet,0,0,0,0,0,Nothing
Chainmail Boots,feet,0,0,0,0,0,Nothing
Chargers Boots,feet,0,0,0,0,0,Nothing
Cliff Runner Boots,feet,0,0,0,0,0,Nothing
Copper Chain Boots,feet,0,0,0,0,0,Nothing
Cryptwalker Boots,feet,0,0,0,0,0,Nothing
Infantry Boots,feet,0,0,0,0,0,Nothing
Light Chain Boots,feet,0,0,0,0,0,Nothing
Light Mail Boots,feet,0,0,0,0,0,Nothing
Lightweight Boots,feet,0,0,0,0,0,Nothing
Outfitter Boots,feet,0,0,0,0,0,Nothing
Perrines Boots,feet,0,0,0,0,0,Nothing
Polished Scale Boots,feet,0,0,0,0,0,Nothing
Rough Bronze Boots,feet,0,0,0,0,0,Nothing
Rusted Chain Boots,feet,0,0,0,0,0,Nothing
Scalemail Boots,feet,0,0,0,0,0,Nothing
Tarnished Chain Boots,feet,0,0,0,0,0,Nothing
Tracking Boots,feet,0,0,0,0,0,Nothing
Veteran Boots,feet,0,0,0,0,0,Nothing
War Torn Greaves,feet,0,0,0,0,0,Nothing
Warriors Boots,feet,0,0,0,0,0,Nothing
Double Mail Boots,feet,0,0,0,0,0,Nothing
Flimsy Chain Boots,feet,0,0,0,0,0,Nothing
Laced Mail Boots,feet,0,0,0,0,0,Nothing
Laminated Scale Boots,feet,0,0,0,0,0,Nothing
Linked Chain Boots,feet,0,0,0,0,0,Nothing
Loose Chain Boots,feet,0,0,0,0,0,Nothing
Overlinked Chain Boots,feet,0,0,0,0,0,Nothing
Reinforced Chain Boots,feet,0,0,0,0,0,Nothing
Worn Mail Boots,feet,0,0,0,0,0,Nothing
Acid Inscribed Greaves,feet,0,0,0,0,0,Nothing
Avengers Greaves,feet,0,0,0,0,0,Nothing
Boots of Avoidance,feet,0,0,0,0,0,Nothing
Boots of Heroism,feet,0,0,0,0,0,Nothing
Boots of the Fallen Hero,feet,0,0,0,0,0,Nothing
Boots of the Redeemed Prophecy,feet,0,0,0,0,0,Nothing
Boots of the Unwavering Will,feet,0,0,0,0,0,Nothing
Chromatic Boots,feet,0,0,0,0,0,Nothing
Conquerors Greaves,feet,0,0,0,0,0,Nothing
Core Forged Greaves,feet,0,0,0,0,0,Nothing
Dark Iron Boots,feet,0,0,0,0,0,Nothing
Dreadnaught Sabatons,feet,0,0,0,0,0,Nothing
Generals Plate Boots,feet,0,0,0,0,0,Nothing
Judgement Sabatons,feet,0,0,0,0,0,Nothing
Lawbringer Boots,feet,0,0,0,0,0,Nothing
Magma Tempered Boots,feet,0,0,0,0,0,Nothing
Marshals Lamellar Boots,feet,0,0,0,0,0,Nothing
Marshals Plate Boots,feet,0,0,0,0,0,Nothing
Redemption Boots,feet,0,0,0,0,0,Nothing
Sabatons of Might,feet,0,0,0,0,0,Nothing
Sabatons of Wrath,feet,0,0,0,0,0,Nothing
Soulforge Boots,feet,0,0,0,0,0,Nothing
Battlechasers Greaves,feet,0,0,0,0,0,Nothing
Blood Guards Plate Boots,feet,0,0,0,0,0,Nothing
Blood Guards Plate Greaves,feet,0,0,0,0,0,Nothing
Bloodsoaked Greaves,feet,0,0,0,0,0,Nothing
Boots of the Desert Protector,feet,0,0,0,0,0,Nothing
Boots of Valor,feet,0,0,0,0,0,Nothing
Corpselight Greaves,feet,0,0,0,0,0,Nothing
Crystal Encrusted Greaves,feet,0,0,0,0,0,Nothing
Crystal Lined Greaves,feet,0,0,0,0,0,Nothing
Death Knight Sabatons,feet,0,0,0,0,0,Nothing
Deathbone Sabatons,feet,0,0,0,0,0,Nothing
Defilers Lamellar Greaves,feet,0,0,0,0,0,Nothing
Entrenching Boots,feet,0,0,0,0,0,Nothing
Grimy Metal Boots,feet,0,0,0,0,0,Nothing
Knight-Lieutenants Lamellar Sabatons,feet,0,0,0,0,0,Nothing
Knight-Lieutenants Plate Boots,feet,0,0,0,0,0,Nothing
Knight-Lieutenants Plate Greaves,feet,0,0,0,0,0,Nothing
Lightforge Boots,feet,0,0,0,0,0,Nothing
Master Cannoneer Boots,feet,0,0,0,0,0,Nothing
Obsidian Greaves,feet,0,0,0,0,0,Nothing
Peacekeeper Boots,feet,0,0,0,0,0,Nothing
Ribsteel Footguards,feet,0,0,0,0,0,Nothing
Sapphirons Scale Boots,feet,0,0,0,0,0,Nothing
Shalehusk Boots,feet,0,0,0,0,0,Nothing
Slime Kickers,feet,0,0,0,0,0,Nothing
Abyssal Plate Greaves,feet,0,0,0,0,0,Nothing
Alabaster Plate Greaves,feet,0,0,0,0,0,Nothing
Bloodforged Sabatons,feet,0,0,0,0,0,Nothing
Brutish Boots,feet,0,0,0,0,0,Nothing
Chromite Greaves,feet,0,0,0,0,0,Nothing
Commanders Boots,feet,0,0,0,0,0,Nothing
Cragplate Greaves,feet,0,0,0,0,0,Nothing
Embossed Plate Boots,feet,0,0,0,0,0,Nothing
Emerald Sabatons,feet,0,0,0,0,0,Nothing
Eschewal Greaves,feet,0,0,0,0,0,Nothing
Exalted Sabatons,feet,0,0,0,0,0,Nothing
Field Plate Boots,feet,0,0,0,0,0,Nothing
Glorious Sabatons,feet,0,0,0,0,0,Nothing
Gnomish Water Sinking Device,feet,0,0,0,0,0,Nothing
Gothic Sabatons,feet,0,0,0,0,0,Nothing
Heavy Lamellar Boots,feet,0,0,0,0,0,Nothing
Heavy Mithril Boots,feet,0,0,0,0,0,Nothing
Heroic Greaves,feet,0,0,0,0,0,Nothing
High Chiefs Sabatons,feet,0,0,0,0,0,Nothing
Hyperion Greaves,feet,0,0,0,0,0,Nothing
Imbued Plate Greaves,feet,0,0,0,0,0,Nothing
Imperial Plate Boots,feet,0,0,0,0,0,Nothing
Jade Greaves,feet,0,0,0,0,0,Nothing
Jousters Greaves,feet,0,0,0,0,0,Nothing
Jungle Boots,feet,0,0,0,0,0,Nothing
Lavawalker Greaves,feet,0,0,0,0,0,Nothing
Lofty Sabatons,feet,0,0,0,0,0,Nothing
Ornate Mithril Boots,feet,0,0,0,0,0,Nothing
Overlords Greaves,feet,0,0,0,0,0,Nothing
Reveloshs Boots,feet,0,0,0,0,0,Nothing
Revenant Boots,feet,0,0,0,0,0,Nothing
Runic Plate Boots,feet,0,0,0,0,0,Nothing
Rushridge Boots,feet,0,0,0,0,0,Nothing
Saltstone Sabatons,feet,0,0,0,0,0,Nothing
Shieldplate Sabatons,feet,0,0,0,0,0,Nothing
Shinkicker Boots,feet,0,0,0,0,0,Nothing
Steelsmith Greaves,feet,0,0,0,0,0,Nothing
Sunscale Sabatons,feet,0,0,0,0,0,Nothing
Symbolic Greaves,feet,0,0,0,0,0,Nothing
Templar Boots,feet,0,0,0,0,0,Nothing
Thorium Boots,feet,0,0,0,0,0,Nothing
Tyrants Greaves,feet,0,0,0,0,0,Nothing
Valorous Greaves,feet,0,0,0,0,0,Nothing
Vanguard Sabatons,feet,0,0,0,0,0,Nothing
Warbringers Sabatons,feet,0,0,0,0,0,Nothing
Warleaders Greaves,feet,0,0,0,0,0,Nothing
Platemail Boots,feet,0,0,0,0,0,Nothing
Light Plate Boots,feet,0,0,0,0,0,Nothing
Alexs Ring of Audacity,finger,0,0,0,0,0,Nothing
Angelistas Touch,finger,0,0,0,0,0,Nothing
Archimtiros Ring of Reckoning,finger,0,0,0,0,0,Nothing
Band of Accuria,finger,0,0,0,0,0,Nothing
Band of Dark Dominion,finger,0,0,0,0,0,Nothing
Band of Forced Concentration,finger,0,0,0,0,0,Nothing
Band of Icy Depths,finger,0,0,0,0,0,Nothing
Band of Reanimation,finger,0,0,0,0,0,Nothing
Band of Servitude,finger,0,0,0,0,0,Nothing
Band of Sulfuras,finger,0,0,0,0,0,Nothing
Band of Unanswered Prayers,finger,0,0,0,0,0,Nothing
Band of Unending Life,finger,0,0,0,0,0,Nothing
Band of Vaulted Secrets,finger,0,0,0,0,0,Nothing
Band of Veiled Shadows,finger,0,0,0,0,0,Nothing
Bonescythe Ring,finger,0,0,0,0,0,Nothing
Cauterizing Band,finger,0,0,0,0,0,Nothing
Circle of Applied Force,finger,0,0,0,0,0,Nothing
Don Julios Band,finger,0,0,0,0,0,Nothing
Don Rodrigos Band,finger,0,0,0,0,0,Nothing
Dragonslayers Signet,finger,0,0,0,0,0,Nothing
Elemental Focus Band,finger,0,0,0,0,0,Nothing
Freezing Band,finger,0,0,0,0,0,Nothing
Frostfire Ring,finger,0,0,0,0,0,Nothing
Hailstone Band,finger,0,0,0,0,0,Nothing
Heavy Dark Iron Ring,finger,0,0,0,0,0,Nothing
Malfurions Signet Ring,finger,0,0,0,0,0,Nothing
Mark of the Dragon Lord,finger,0,0,0,0,0,Nothing
Master Dragonslayers Ring,finger,0,0,0,0,0,Nothing
Might of Cenarius,finger,0,0,0,0,0,Nothing
Mindtear Band,finger,0,0,0,0,0,Nothing
Myrmidons Signet,finger,0,0,0,0,0,Nothing
Plagueheart Ring,finger,0,0,0,0,0,Nothing
Pure Elementium Band,finger,0,0,0,0,0,Nothing
Quick Strike Ring,finger,0,0,0,0,0,Nothing
Ramaladnis Icy Grasp,finger,0,0,0,0,0,Nothing
Ring of the Cryptstalker,finger,0,0,0,0,0,Nothing
Ring of Binding,finger,0,0,0,0,0,Nothing
Ring of Blackrock,finger,0,0,0,0,0,Nothing
Ring of Critical Testing 2,finger,0,0,0,0,0,Nothing
Ring of Emperor Veklor,finger,0,0,0,0,0,Nothing
Ring of Entropy,finger,0,0,0,0,0,Nothing
Ring of Eternal Justice,finger,0,0,0,0,0,Nothing
Ring of Faith,finger,0,0,0,0,0,Nothing
Ring of Infinite Wisdom,finger,0,0,0,0,0,Nothing
Ring of Redemption,finger,0,0,0,0,0,Nothing
Ring of Saviors,finger,0,0,0,0,0,Nothing
Ring of Spell Power,finger,0,0,0,0,0,Nothing
Ring of Spiritual Fervor,finger,0,0,0,0,0,Nothing
Ring of Swarming Thought,finger,0,0,0,0,0,Nothing
Ring of the Devoured,finger,0,0,0,0,0,Nothing
Ring of the Dreadnaught,finger,0,0,0,0,0,Nothing
Ring of The Dreamwalker,finger,0,0,0,0,0,Nothing
Ring of the Earthshatterer,finger,0,0,0,0,0,Nothing
Ring of the Eternal Flame,finger,0,0,0,0,0,Nothing
Ring of the Fallen God,finger,0,0,0,0,0,Nothing
Ring of the Gathering Storm,finger,0,0,0,0,0,Nothing
Ring of the Godslayer,finger,0,0,0,0,0,Nothing
Ring of the Martyr,finger,0,0,0,0,0,Nothing
Ring of the Qiraji Fury,finger,0,0,0,0,0,Nothing
Ring of the Unliving,finger,0,0,0,0,0,Nothing
Ring of Unspoken Names,finger,0,0,0,0,0,Nothing
Ritssyns Ring of Chaos,finger,0,0,0,0,0,Nothing
Seal of the Archmagus,finger,0,0,0,0,0,Nothing
Seal of the Damned,finger,0,0,0,0,0,Nothing
Seal of the Gurubashi Berserker,finger,0,0,0,0,0,Nothing
Signet of the Fallen Defender,finger,0,0,0,0,0,Nothing
Signet of the Unseen Path,finger,0,0,0,0,0,Nothing
Signet of Unyielding Strength,finger,0,0,0,0,0,Nothing
Signet Ring of the Bronze Dragonflight,finger,0,0,0,0,0,Nothing
Ukkos Ring of Darkness,finger,0,0,0,0,0,Nothing
Underworld Band,finger,0,0,0,0,0,Nothing
Wrath of Cenarius,finger,0,0,0,0,0,Nothing
Advisors Ring,finger,0,0,0,0,0,Nothing
Agamaggans Clutch,finger,0,0,0,0,0,Nothing
Amalgams Band,finger,0,0,0,0,0,Nothing
Archaedic Stone,finger,0,0,0,0,0,Nothing
Assault Band,finger,0,0,0,0,0,Nothing
Band of Allegiance,finger,0,0,0,0,0,Nothing
Band of Cenarius,finger,0,0,0,0,0,Nothing
Band of Earthen Might,finger,0,0,0,0,0,Nothing
Band of Earthen Wrath,finger,0,0,0,0,0,Nothing
Band of Flesh,finger,0,0,0,0,0,Nothing
Band of Jin,finger,0,0,0,0,0,Nothing
Band of Mending,finger,0,0,0,0,0,Nothing
Band of Piety,finger,0,0,0,0,0,Nothing
Band of Purification,finger,0,0,0,0,0,Nothing
Band of Resolution,finger,0,0,0,0,0,Nothing
Band of Rumination,finger,0,0,0,0,0,Nothing
Band of the Cultist,finger,0,0,0,0,0,Nothing
Band of the Hierophant,finger,0,0,0,0,0,Nothing
Band of the Ogre King,finger,0,0,0,0,0,Nothing
Band of the Steadfast Hero,finger,0,0,0,0,0,Nothing
Black Pearl Ring,finger,0,0,0,0,0,Nothing
Blackstone Ring,finger,0,0,0,0,0,Nothing
Blood of the Martyr,finger,0,0,0,0,0,Nothing
Bloodclot Band,finger,0,0,0,0,0,Nothing
Blush Ember Ring,finger,0,0,0,0,0,Nothing
Brainlash,finger,0,0,0,0,0,Nothing
Charged Gear,finger,0,0,0,0,0,Nothing
Chivalrous Signet,finger,0,0,0,0,0,Nothing
Circle of Hope,finger,0,0,0,0,0,Nothing
Cyclopean Band,finger,0,0,0,0,0,Nothing
Darkmoon Ring,finger,0,0,0,0,0,Nothing
Deep Fathom Ring,finger,0,0,0,0,0,Nothing
Deep Rooted Ring,finger,0,0,0,0,0,Nothing
Dimly Opalescent Ring,finger,0,0,0,0,0,Nothing
Don Mauricios Band of Domination,finger,0,0,0,0,0,Nothing
Dragonclaw Ring,finger,0,0,0,0,0,Nothing
Drakeclaw Band,finger,0,0,0,0,0,Nothing
Electrocutioner Lagnut,finger,0,0,0,0,0,Nothing
Emerald Flame Ring,finger,0,0,0,0,0,Nothing
Emperors Seal,finger,0,0,0,0,0,Nothing
Eye of Adaegus,finger,0,0,0,0,0,Nothing
Eye of Orgrimmar,finger,0,0,0,0,0,Nothing
Flaming Band,finger,0,0,0,0,0,Nothing
Fordrings Seal,finger,0,0,0,0,0,Nothing
Innervating Band,finger,0,0,0,0,0,Nothing
Ironspines Eye,finger,0,0,0,0,0,Nothing
Lavishly Jeweled Ring,finger,0,0,0,0,0,Nothing
Legionnaires Band,finger,0,0,0,0,0,Nothing
Lonetrees Circle,finger,0,0,0,0,0,Nothing
Lorekeepers Ring,finger,0,0,0,0,0,Nothing
Magma Forged Band,finger,0,0,0,0,0,Nothing
Magnis Will,finger,0,0,0,0,0,Nothing
Magus Ring,finger,0,0,0,0,0,Nothing
Maidens Circle,finger,0,0,0,0,0,Nothing
Mark of Kern,finger,0,0,0,0,0,Nothing
Masons Fraternity Ring,finger,0,0,0,0,0,Nothing
Mindseye Circle,finger,0,0,0,0,0,Nothing
Naglering,finger,0,0,0,0,0,Nothing
Necromantic Band,finger,0,0,0,0,0,Nothing
Noggs Gold Ring,finger,0,0,0,0,0,Nothing
Oceans Breeze,finger,0,0,0,0,0,Nothing
Overlords Crimson Band,finger,0,0,0,0,0,Nothing
Overlords Onyx Band,finger,0,0,0,0,0,Nothing
Painweaver Band,finger,0,0,0,0,0,Nothing
Plains Ring,finger,0,0,0,0,0,Nothing
Primalists Band,finger,0,0,0,0,0,Nothing
Primalists Seal,finger,0,0,0,0,0,Nothing
Protectors Band,finger,0,0,0,0,0,Nothing
Ragnaros Core,finger,0,0,0,0,0,Nothing
Ring of Defense,finger,0,0,0,0,0,Nothing
Ring of Demonic Guile,finger,0,0,0,0,0,Nothing
Ring of Demonic Potency,finger,0,0,0,0,0,Nothing
Ring of Fury,finger,0,0,0,0,0,Nothing
Ring of Precision,finger,0,0,0,0,0,Nothing
Ring of Protection,finger,0,0,0,0,0,Nothing
Ring of the Desert Winds,finger,0,0,0,0,0,Nothing
Ring of the Underwood,finger,0,0,0,0,0,Nothing
Rosewine Circle,finger,0,0,0,0,0,Nothing
Royal Seal of Alexis,finger,0,0,0,0,0,Nothing
Rune Band of Wizardry,finger,0,0,0,0,0,Nothing
Runed Ring,finger,0,0,0,0,0,Nothing
Seal of Ascension,finger,0,0,0,0,0,Nothing
Seal of Jin,finger,0,0,0,0,0,Nothing
Seal of Rivendare,finger,0,0,0,0,0,Nothing
Seal of Sylvanas,finger,0,0,0,0,0,Nothing
Seal of Wrynn,finger,0,0,0,0,0,Nothing
Silverlaines Family Seal,finger,0,0,0,0,0,Nothing
Songstone of Ironforge,finger,0,0,0,0,0,Nothing
Talvashs Gold Ring,finger,0,0,0,0,0,Nothing
Tarnished Elven Ring,finger,0,0,0,0,0,Nothing
The Postmasters Seal,finger,0,0,0,0,0,Nothing
The Queens Jewel,finger,0,0,0,0,0,Nothing
Thralls Resolve,finger,0,0,0,0,0,Nothing
Thunderbrow Ring,finger,0,0,0,0,0,Nothing
Tidal Loop,finger,0,0,0,0,0,Nothing
Zanzils Band,finger,0,0,0,0,0,Nothing
Zanzils Seal,finger,0,0,0,0,0,Nothing
Amber Hoop,finger,0,0,0,0,0,Nothing
Amethyst Band,finger,0,0,0,0,0,Nothing
Aquamarine Ring,finger,0,0,0,0,0,Nothing
Arctic Ring,finger,0,0,0,0,0,Nothing
Azoras Will,finger,0,0,0,0,0,Nothing
Band of Elven Grace,finger,0,0,0,0,0,Nothing
Band of the Fist,finger,0,0,0,0,0,Nothing
Band of the Great Tortoise,finger,0,0,0,0,0,Nothing
Band of the Penitent,finger,0,0,0,0,0,Nothing
Band of the Undercity,finger,0,0,0,0,0,Nothing
Band of the Unicorn,finger,0,0,0,0,0,Nothing
Band of Thorns,finger,0,0,0,0,0,Nothing
Band of Vigor,finger,0,0,0,0,0,Nothing
Basalt Ring,finger,0,0,0,0,0,Nothing
Black Widow Band,finger,0,0,0,0,0,Nothing
Blood Ring,finger,0,0,0,0,0,Nothing
Bloodbone Band,finger,0,0,0,0,0,Nothing
Bounty Hunters Ring,finger,0,0,0,0,0,Nothing
Brilliant Gold Ring,finger,0,0,0,0,0,Nothing
Carnelian Loop,finger,0,0,0,0,0,Nothing
Cerulean Ring,finger,0,0,0,0,0,Nothing
Chemists Ring,finger,0,0,0,0,0,Nothing
Choking Band,finger,0,0,0,0,0,Nothing
Chrome Ring,finger,0,0,0,0,0,Nothing
Clay Ring,finger,0,0,0,0,0,Nothing
Clergy Ring,finger,0,0,0,0,0,Nothing
Cobalt Ring,finger,0,0,0,0,0,Nothing
Coldwater Ring,finger,0,0,0,0,0,Nothing
Coral Band,finger,0,0,0,0,0,Nothing
Dalson Family Wedding Ring,finger,0,0,0,0,0,Nothing
Dark Iron Ring,finger,0,0,0,0,0,Nothing
Defias Mage Ring,finger,0,0,0,0,0,Nothing
Defias Renegade Ring,finger,0,0,0,0,0,Nothing
Demon Band,finger,0,0,0,0,0,Nothing
Demonic Bone Ring,finger,0,0,0,0,0,Nothing
Desert Ring,finger,0,0,0,0,0,Nothing
Dragonscale Band,finger,0,0,0,0,0,Nothing
Elemental Circle,finger,0,0,0,0,0,Nothing
Falcons Hook,finger,0,0,0,0,0,Nothing
Fen Ring,finger,0,0,0,0,0,Nothing
Forest Hoop,finger,0,0,0,0,0,Nothing
Frigid Ring,finger,0,0,0,0,0,Nothing
Glowing Crystal Ring,finger,0,0,0,0,0,Nothing
Gnomeregan Band,finger,0,0,0,0,0,Nothing
Gordok Nose Ring,finger,0,0,0,0,0,Nothing
Granite Ring,finger,0,0,0,0,0,Nothing
Greenstone Circle,finger,0,0,0,0,0,Nothing
Hardened Stone Band,finger,0,0,0,0,0,Nothing
Heart Ring,finger,0,0,0,0,0,Nothing
Hematite Link,finger,0,0,0,0,0,Nothing
Horn Ring,finger,0,0,0,0,0,Nothing
Inventors League Ring,finger,0,0,0,0,0,Nothing
Iridium Circle,finger,0,0,0,0,0,Nothing
Ironforge Memorial Ring,finger,0,0,0,0,0,Nothing
Ivory Band,finger,0,0,0,0,0,Nothing
Jacinth Circle,finger,0,0,0,0,0,Nothing
Jainas Signet Ring,finger,0,0,0,0,0,Nothing
Jasper Link,finger,0,0,0,0,0,Nothing
Jet Loop,finger,0,0,0,0,0,Nothing
Jungle Ring,finger,0,0,0,0,0,Nothing
Lagraves Seal,finger,0,0,0,0,0,Nothing
Lead Band,finger,0,0,0,0,0,Nothing
Lodestone Hoop,finger,0,0,0,0,0,Nothing
Marble Circle,finger,0,0,0,0,0,Nothing
Mark of Hakkar,finger,0,0,0,0,0,Nothing
Marsh Ring,finger,0,0,0,0,0,Nothing
Meadow Ring,finger,0,0,0,0,0,Nothing
Mindbender Loop,finger,0,0,0,0,0,Nothing
Minor Channeling Ring,finger,0,0,0,0,0,Nothing
Monkey Ring,finger,0,0,0,0,0,Nothing
Multicolored Band,finger,0,0,0,0,0,Nothing
Murmuring Ring,finger,0,0,0,0,0,Nothing
Obsidian Band,finger,0,0,0,0,0,Nothing
Ogremind Ring,finger,0,0,0,0,0,Nothing
Onyx Ring,finger,0,0,0,0,0,Nothing
Opal Ring,finger,0,0,0,0,0,Nothing
Overseers Ring,finger,0,0,0,0,0,Nothing
Peridot Circle,finger,0,0,0,0,0,Nothing
Petrified Band,finger,0,0,0,0,0,Nothing
Prairie Ring,finger,0,0,0,0,0,Nothing
Prismatic Band,finger,0,0,0,0,0,Nothing
Quartz Ring,finger,0,0,0,0,0,Nothing
Quicksilver Ring,finger,0,0,0,0,0,Nothing
Reedknot Ring,finger,0,0,0,0,0,Nothing
Ring of Calm,finger,0,0,0,0,0,Nothing
Ring of Forlorn Spirits,finger,0,0,0,0,0,Nothing
Ring of Fortitude,finger,0,0,0,0,0,Nothing
Ring of Iron Will,finger,0,0,0,0,0,Nothing
Ring of Living Stone,finger,0,0,0,0,0,Nothing
Ring of Pure Silver,finger,0,0,0,0,0,Nothing
Ring of Scorn,finger,0,0,0,0,0,Nothing
Ring of Subtlety,finger,0,0,0,0,0,Nothing
Ring of the Aristocrat,finger,0,0,0,0,0,Nothing
Ring of the Heavens,finger,0,0,0,0,0,Nothing
Ring of the Moon,finger,0,0,0,0,0,Nothing
Ring of the Shadow,finger,0,0,0,0,0,Nothing
Sacred Band,finger,0,0,0,0,0,Nothing
Sardonyx Knuckle,finger,0,0,0,0,0,Nothing
Savannah Ring,finger,0,0,0,0,0,Nothing
Seafire Band,finger,0,0,0,0,0,Nothing
Seedtime Hoop,finger,0,0,0,0,0,Nothing
Selenium Loop,finger,0,0,0,0,0,Nothing
Serpentine Loop,finger,0,0,0,0,0,Nothing
Shanis Ring,finger,0,0,0,0,0,Nothing
Skull Ring,finger,0,0,0,0,0,Nothing
Snake Hoop,finger,0,0,0,0,0,Nothing
Spinel Ring,finger,0,0,0,0,0,Nothing
Stardust Band,finger,0,0,0,0,0,Nothing
Sustaining Ring,finger,0,0,0,0,0,Nothing
Swamp Ring,finger,0,0,0,0,0,Nothing
Tellurium Band,finger,0,0,0,0,0,Nothing
Thallium Hoop,finger,0,0,0,0,0,Nothing
The 1 Ring,finger,0,0,0,0,0,Nothing
Tiger Band,finger,0,0,0,0,0,Nothing
Topaz Ring,finger,0,0,0,0,0,Nothing
Totemic Clan Ring,finger,0,0,0,0,0,Nothing
Traders Ring,finger,0,0,0,0,0,Nothing
Tranquil Ring,finger,0,0,0,0,0,Nothing
Tundra Ring,finger,0,0,0,0,0,Nothing
Vanadium Loop,finger,0,0,0,0,0,Nothing
Vermilion Band,finger,0,0,0,0,0,Nothing
Viridian Band,finger,0,0,0,0,0,Nothing
Volcanic Rock Ring,finger,0,0,0,0,0,Nothing
Voodoo Band,finger,0,0,0,0,0,Nothing
Welken Ring,finger,0,0,0,0,0,Nothing
White Bone Band,finger,0,0,0,0,0,Nothing
Woodseed Hoop,finger,0,0,0,0,0,Nothing
Zircon Band,finger,0,0,0,0,0,Nothing
Cubic Zirconia Ring,finger,0,0,0,0,0,Nothing
Flawless Diamond Solitaire,finger,0,0,0,0,0,Nothing
Miniscule Diamond Ring,finger,0,0,0,0,0,Nothing
Mood Ring,finger,0,0,0,0,0,Nothing
Silver Piffeny Band,finger,0,0,0,0,0,Nothing
The Rock,finger,0,0,0,0,0,Nothing
Atiesh,Greatstaff of the Guardian,main hand,0,0,0,0,0
Ashkandi,Greatsword of the Brotherhood,main hand,0,0,0,0,0
Sulfuras,Hand of Ragnaros,main hand,0,0,0,0,0
Arcanist Gloves,hands,0,0,0,0,0,Nothing
Dark Storm Gauntlets,hands,0,0,0,0,0,Nothing
Deathmist Wraps,hands,0,0,0,0,0,Nothing
Ebony Flame Gloves,hands,0,0,0,0,0,Nothing
Felheart Gloves,hands,0,0,0,0,0,Nothing
Flarecore Gloves,hands,0,0,0,0,0,Nothing
Frostfire Gloves,hands,0,0,0,0,0,Nothing
Generals Dreadweave Gloves,hands,0,0,0,0,0,Nothing
Generals Satin Gloves,hands,0,0,0,0,0,Nothing
Generals Silk Handguards,hands,0,0,0,0,0,Nothing
Glacial Gloves,hands,0,0,0,0,0,Nothing
Gloves of Dark Wisdom,hands,0,0,0,0,0,Nothing
Gloves of Delusional Power,hands,0,0,0,0,0,Nothing
Gloves of Faith,hands,0,0,0,0,0,Nothing
Gloves of Prophecy,hands,0,0,0,0,0,Nothing
Gloves of Rapid Evolution,hands,0,0,0,0,0,Nothing
Gloves of Spell Mastery,hands,0,0,0,0,0,Nothing
Gloves of the Hypnotic Flame,hands,0,0,0,0,0,Nothing
Gloves of the Immortal,hands,0,0,0,0,0,Nothing
Gloves of the Messiah,hands,0,0,0,0,0,Nothing
Handguards of Transcendence,hands,0,0,0,0,0,Nothing
Marshals Dreadweave Gloves,hands,0,0,0,0,0,Nothing
Marshals Satin Gloves,hands,0,0,0,0,0,Nothing
Marshals Silk Gloves,hands,0,0,0,0,0,Nothing
Nemesis Gloves,hands,0,0,0,0,0,Nothing
Netherwind Gloves,hands,0,0,0,0,0,Nothing
Plagueheart Gloves,hands,0,0,0,0,0,Nothing
Sorcerers Gloves,hands,0,0,0,0,0,Nothing
Virtuous Gloves,hands,0,0,0,0,0,Nothing
Atalai Gloves,hands,0,0,0,0,0,Nothing
Blood Guards Dreadweave Gloves,hands,0,0,0,0,0,Nothing
Blood Guards Dreadweave Handwraps,hands,0,0,0,0,0,Nothing
Blood Guards Satin Gloves,hands,0,0,0,0,0,Nothing
Blood Guards Satin Handwraps,hands,0,0,0,0,0,Nothing
Blood Guards Silk Gloves,hands,0,0,0,0,0,Nothing
Blood Guards Silk Handwraps,hands,0,0,0,0,0,Nothing
Bloodtinged Gloves,hands,0,0,0,0,0,Nothing
Brightspark Gloves,hands,0,0,0,0,0,Nothing
Darkshade Gloves,hands,0,0,0,0,0,Nothing
Demonskin Gloves,hands,0,0,0,0,0,Nothing
Desert Bloom Gloves,hands,0,0,0,0,0,Nothing
Devout Gloves,hands,0,0,0,0,0,Nothing
Dreadmist Wraps,hands,0,0,0,0,0,Nothing
Dreamweave Gloves,hands,0,0,0,0,0,Nothing
